,target,output,question
543,bedroom,"Answer: In the
kitchen. Question: Where was the football after the kitchen? Answer:",Where was the football before the kitchen? 
544,kitchen,Answer: In the garden. Question: Where was the apple after the garden? Answer: In the,Where was the apple before the garden? 
545,bathroom,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
546,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the garden? Answer:",Where was the football before the garden? 
547,bedroom,Answer: In the kitchen. Question: Where was the kitchen before the office? Answer: In the,Where was the football before the office? 
548,bedroom,"Answer: In the kitchen. Question: Where was the kitchen before the
office? Answer: In",Where was the football before the office? 
549,bedroom,Answer: In the cellar. Question: Where was the cellar before the office? Answer: In the,Where was the milk before the office? 
550,office,Answer: In the kitchen. Question: Where was the kitchen before the bedroom? Answer: In the,Where was the milk before the bedroom? 
551,bathroom,"Answer: In the
corridor. Question: Where was the door? Answer: In the",Where was the football before the hallway? 
552,bathroom,"Answer: In the
bathroom. Question: Where was the bathroom before the hall? Answer",Where was the apple before the hallway? 
553,office,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the football before the hallway? 
554,office,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the football before the hallway? 
555,office,"Answer: In the kitchen.

Question: Where was the milk after the kitchen?",Where was the milk before the hallway? 
556,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the apple before the bedroom? 
557,bathroom,"Answer: In the
kitchen. Question: Where was the football after the kitchen? Answer:",Where was the football before the kitchen? 
558,bathroom,"Answer: In the garden. Question: Where was the apple before the
travelling? Answer",Where was the apple before the garden? 
559,garden,Answer: In the office. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
560,garden,"Answer: In the
parlor. Question: Where was the bedroom before the football? Answer:",Where was the football before the bedroom? 
561,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
562,garden,"Answer: In the
garden. Question: Where was the garden before the bedroom? Answer:",Where was the football before the bedroom? 
563,garden,"Answer: In the kitchen. Mary went to the kitchen. Mary went to the
kitchen.",Where was the milk before the bedroom? 
564,garden,"Answer: In the
kitchen. Question: Where was the milk after the bedroom? Answer:",Where was the milk before the bedroom? 
565,garden,"Answer: In the
butter-tub. Question: Where was the butter-tub before the",Where was the milk before the office? 
566,garden,"Answer: In the
Sultan's palace. Question: Where was the Sultan's palace before the",Where was the milk before the office? 
567,garden,"Answer: In the
kitchen. Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
568,garden,"Answer: In the
kitchen. Question: Where was the medal before the bathroom? Answer:",Where was the football before the bathroom? 
569,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the football before the office? 
570,garden,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the hallway? 
571,garden,"Answer: In the
<context>

<context>

<context>",Where was the milk before the hallway? 
572,garden,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the hallway? 
573,hallway,"Answer: In the garden.

Question: Where was the first <enemy>? Answer",Where was the football before the garden? 
574,garden,"Answer: The office was before the
football. Why is a man like a horse? Because he",Where was the football before the office? 
575,hallway,"Answer: In the garden.

Question: Where was the football after the kitchen? Answer:",Where was the football before the kitchen? 
576,hallway,"Answer: In the
barn. Question: Where was the kitchen before the barn? Answer:",Where was the football before the kitchen? 
577,kitchen,"Answer: In the
cell. Question: Where was the cell before the window? Answer: In",Where was the football before the hallway? 
578,hallway,"Answer: In the kitchen.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
579,bedroom,"Answer: In the
kitchen. Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
580,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
581,garden,"Answer: In the
shed. Question: Where was the football after the bedroom? Answer:",Where was the football before the bedroom? 
582,garden,"Answer: In the garden.
Question: Where was the football before the bedroom?
Answer",Where was the football before the bedroom? 
583,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
584,office,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the apple before the bathroom? 
585,bathroom,"Answer: In the
barn. Question: Where was the barn before the garden? Answer:",Where was the football before the garden? 
586,bathroom,"Answer: In the kitchen.
Question: Where was the kitchen before the garden?
Answer",Where was the football before the garden? 
587,bathroom,"Answer: In the
sitting-room. Question: Where was the garden before the house?",Where was the football before the garden? 
588,bathroom,"Answer: In the
<context>

Question: Where was the <context>",Where was the football before the garden? 
589,kitchen,"Answer: In the kitchen.
Question: Where was the kitchen before the office? Answer: In",Where was the apple before the office? 
590,office,"Answer: In the
dining-room. Question: Where was the kitchen before the dining-",Where was the football before the kitchen? 
591,office,"Answer: In the kitchen. Question: Where was the kitchen before the
football? Answer: In",Where was the football before the kitchen? 
592,office,Answer: In the kitchen. Question: Where was the apple after the kitchen? Answer: In the,Where was the apple before the kitchen? 
593,bathroom,"Answer: In the
kitchen. Question: Where was the apple after the hallway? Answer:",Where was the apple before the hallway? 
594,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the apple before the office? 
595,kitchen,"Answer: In the kitchen. Question: Where was the milk before the
<context>",Where was the milk before the office? 
596,kitchen,"Answer: In the kitchen. Question: Where was the milk after the
<context>",Where was the milk before the office? 
597,bathroom,Answer: In the kitchen. Question: Where was the milk after the kitchen? Answer: In the,Where was the milk before the hallway? 
598,bathroom,"Answer: In the kitchen. Question: Where was the kitchen before the
store? Answer: In",Where was the milk before the hallway? 
599,bathroom,"Answer: In the kitchen. Question: Where was the kitchen before the
hall? Answer: In",Where was the apple before the hallway? 
600,bathroom,"Answer: In the apple tree.

Question: Where was the apple before the apple tree",Where was the apple before the kitchen? 
601,garden,"Answer: In the
kitchen. Question: Where was the apple before the kitchen? Answer:",Where was the apple before the kitchen? 
602,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the milk before the bathroom? 
603,bedroom,Answer: In the kitchen. Question: Where was the kitchen before the bathroom? Answer: In the,Where was the milk before the bathroom? 
604,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
605,garden,"Answer: In the
garden.

Question: Where was the apple before the bathroom?",Where was the apple before the bathroom? 
606,office,Answer: In the kitchen. Question: Where was the apple after the kitchen? Answer: In the,Where was the apple before the hallway? 
607,hallway,"Answer: In the
sitting-room. Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
608,bathroom,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
609,bathroom,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
610,bathroom,"Answer: In the hall.

Question: Where was the football before the hall?",Where was the football before the hallway? 
611,bathroom,"Answer: In the
hall. Question: Where was the football after the hall? Answer: In",Where was the football before the hallway? 
612,hallway,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
613,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the milk before the bedroom? 
614,hallway,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
615,kitchen,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the apple before the hallway? 
616,garden,"Answer: In the kitchen.

Question: Where was the milk before the office?",Where was the milk before the office? 
617,office,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the milk before the garden? 
618,hallway,"Answer: In the
bathroom. Question: Where was the bagpipes before the garden",Where was the football before the garden? 
619,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the apple before the bathroom? 
620,bathroom,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
621,bathroom,Answer: In the kitchen. Question: Where was the milk after the kitchen? Answer: In the,Where was the milk before the kitchen? 
622,bathroom,"Answer: In the
stable. Question: Where was the ball before the game? Answer: In",Where was the football before the garden? 
623,bathroom,"Answer: In the garden.
Question: Where was the pacer before the game?",Where was the football before the garden? 
624,bathroom,"Answer: In the garden.
Question: Where was the apple after the garden? Answer: In",Where was the apple before the garden? 
625,garden,"Answer: In the
kitchen. Question: Where was the football after the battle? Answer:",Where was the football before the kitchen? 
626,garden,"Answer: In the kitchen. Question: Where was the kitchen before the
pipes? Answer:",Where was the football before the kitchen? 
627,office,Answer: In the kitchen. Question: Where was the apple after the bedroom? Answer: In the,Where was the apple before the bedroom? 
628,office,"Answer: In the kitchen. Question: Where was the kitchen before the
bathroom? Answer",Where was the milk before the bathroom? 
629,garden,"Answer: In the
cave. Question: Where was the milk before the kitchen? Answer:",Where was the milk before the kitchen? 
630,bathroom,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
631,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
632,bathroom,"Answer: In the kitchen.
Question: Where was the milk after the kitchen? Answer: In",Where was the milk before the kitchen? 
633,bathroom,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
634,bathroom,"Answer: In the garden.
Question: Where was the apple after the garden? Answer: In",Where was the apple before the garden? 
635,bedroom,"Answer: In the
kitchen. Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
636,bedroom,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
637,bedroom,"Answer: In the
kitchen. Question: Where was the milk before the office? Answer:",Where was the milk before the office? 
638,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the office?",Where was the milk before the office? 
639,kitchen,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
640,kitchen,Answer: In the basket. Question: Where was the apple after the office? Answer: In the,Where was the apple before the office? 
641,kitchen,Answer: In the apple-tree. Question: Where was the apple before the house? Answer:,Where was the apple before the office? 
642,kitchen,"Answer: In the kitchen. [Illustration]

[Illustration]

[Illustration]",Where was the apple before the office? 
643,bathroom,"Answer: In the kitchen. [Illustration]

[Illustration]

    The Brownies'",Where was the apple before the kitchen? 
644,office,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the football before the garden? 
645,kitchen,Answer: In the kitchen. Question: Where was the kitchen before the hallway? Answer: In the,Where was the football before the hallway? 
646,kitchen,"Answer: In the
library. Question: Where was the library before the hall? Answer: In",Where was the football before the hallway? 
647,office,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
648,kitchen,"Answer: In the kitchen. Question: Where was the
kitchen before the hall? Answer:",Where was the football before the hallway? 
649,office,Answer: In the kitchen. Question: Where was the milk after the kitchen? Answer: In the,Where was the milk before the kitchen? 
650,hallway,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
651,hallway,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the bedroom? 
652,office,"Answer: In the
cradle. Question: Where was the butter before the sheep? Answer",Where was the milk before the garden? 
653,office,"Answer: In the kitchen.
Question: Where was the milk after the garden?
Answer",Where was the milk before the garden? 
654,office,Answer: In the barn. Question: Where was the milk before the barn? Answer: In the,Where was the milk before the garden? 
655,bedroom,Answer: In the kitchen. Question: Where was the coal before the kitchen? Answer: In the,Where was the milk before the office? 
656,bedroom,"Answer: In the kitchen.
Question: Where was the milk after the office? Answer: In",Where was the milk before the office? 
657,kitchen,"Answer: In the kitchen. Question: Where was the money before the
hallway? Answer:",Where was the milk before the hallway? 
658,kitchen,Answer: In the kitchen. Question: Where was the milk after the hallway? Answer: In the,Where was the milk before the hallway? 
659,kitchen,"Answer: In the kitchen.
Question: Where was the apple before the hallway? Answer: In",Where was the apple before the hallway? 
660,office,"Answer: In the kitchen.
Question: Where was the milk after the bedroom? Answer: In",Where was the milk before the bedroom? 
661,hallway,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
662,hallway,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
663,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the football before the hallway? 
664,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the football before the hallway? 
665,hallway,"Answer: In the kitchen.
Question: Where was the kitchen before the bedroom? Answer: In",Where was the apple before the bedroom? 
666,bedroom,"Answer: In the
wood-pile. Question: Where was the wood-pile before the house",Where was the apple before the hallway? 
667,hallway,"Answer: In the
kitchen. Question: Where was the apple after the kitchen? Answer:",Where was the apple before the bedroom? 
668,hallway,Answer: In the kitchen. Question: Where was the kitchen before the bedroom? Answer: In the,Where was the apple before the bedroom? 
669,kitchen,"Answer: In the
kitchen. Question: Where was the milk after the bedroom? Answer:",Where was the milk before the bedroom? 
670,garden,"Answer: In the hall.

Question: Where was the football before the football?",Where was the football before the hallway? 
671,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the football before the hallway? 
672,kitchen,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the milk before the office? 
673,kitchen,"Answer: In the kitchen. Question: Where was the kitchen? Answer: In the
kitchen",Where was the milk before the office? 
674,office,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the milk before the bathroom? 
675,office,"Answer: In the
milk-house. Question: Where was the milk-house? Answer",Where was the milk before the kitchen? 
676,garden,"Answer: In the
bazaar. Question: Where was the gentleman before the bathroom? Answer",Where was the apple before the bathroom? 
677,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the milk before the bathroom? 
678,kitchen,Answer: In the buggy. Question: Where was the buggy before the office? Answer:,Where was the football before the office? 
679,garden,"Answer: In the
draw-room. Question: Where was the drawing-room before the bedroom",Where was the football before the bedroom? 
680,kitchen,"Answer: In the
kitchen. Question: Where was the milk before the bridge? Answer:",Where was the milk before the garden? 
681,kitchen,"Answer: In the
kitchen. Question: Where was the kitchen before the garden? Answer:",Where was the milk before the garden? 
682,kitchen,Answer: In the cellar. Question: Where was the cellar before the house? Answer: In the,Where was the milk before the office? 
683,office,"Answer: In the Shire.
Question: Where was the football before the hall?",Where was the football before the hallway? 
684,office,"Answer: In the old days when the Shire Horse was a very popular
breed",Where was the football before the hallway? 
685,office,"Answer: The old clubhouse at the end of the village, where the
<DW",Where was the football before the bedroom? 
686,office,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
687,office,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the bedroom? 
688,kitchen,"Answer: In the
cage. Question: Where was the apple before the office? Answer:",Where was the apple before the office? 
689,office,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the football before the hallway? 
690,bathroom,"Answer: In the milk-house.

Question: Where was the milk after the",Where was the milk before the bedroom? 
691,bedroom,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
692,garden,"Answer: In the
sitting-room. Question: Where was the office before the football?",Where was the football before the office? 
693,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the football before the office? 
694,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the football before the office? 
695,bedroom,"Answer: In the kitchen.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
696,bedroom,"Answer: In the
kitchen. Question: Where was the apple after the kitchen? Answer:",Where was the apple before the kitchen? 
697,bedroom,"Answer: In the
kitchen. Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
698,bedroom,"Answer: In the kitchen.
Question: Where was the milk after the office?
Answer",Where was the milk before the office? 
699,bedroom,"Answer: In the
bathroom. Question: Where was the apple after the bathroom? Answer",Where was the apple before the bathroom? 
700,hallway,"Answer: In the apple tree.

Question: Where was the apple tree before the",Where was the apple before the office? 
701,hallway,"Answer: In the kitchen.
Question: Where was the kitchen before the office? Answer: In",Where was the apple before the office? 
702,hallway,"Answer: In the office.

Question: Where was the apple after the office? Answer:",Where was the apple before the office? 
703,hallway,"Answer: In the
sitting-room. Question: Where was the garden before the kitchen?",Where was the football before the garden? 
704,office,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
705,bedroom,Answer: In the kitchen. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
706,bedroom,Answer: In the kitchen. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
707,bedroom,Answer: In the kitchen. Question: Where was the milk before the garden? Answer: In the,Where was the milk before the garden? 
708,bedroom,Answer: In the cellar. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
709,garden,"Answer: In the kitchen.

Question: Where was the kitchen before the office?",Where was the football before the office? 
710,hallway,Answer: In the kitchen. Question: Where was the kitchen before the bathroom? Answer: In the,Where was the milk before the bathroom? 
711,hallway,"Answer: In the office.

Question: Where was the apple after the office?",Where was the apple before the office? 
712,hallway,Answer: In the kitchen. Question: Where was the apple after the office? Answer: In the,Where was the apple before the office? 
713,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
714,hallway,Answer: In the library. Question: Where was the library before the office? Answer: In the,Where was the football before the office? 
715,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the
football? Answer",Where was the football before the bathroom? 
716,garden,"<context>

Answer: In the kitchen. <context>

Question: Where was",Where was the football before the bathroom? 
717,bathroom,Answer: In the garden. Question: Where was the garden before the house? Answer: In the,Where was the apple before the office? 
718,garden,Answer: In the kitchen. Question: Where was the apple after the bathroom? Answer: In the,Where was the apple before the bathroom? 
719,bathroom,Answer: In the garden. Question: Where was the apple before the office? Answer: In the,Where was the apple before the office? 
720,kitchen,Answer: In the stable. Question: Where was the milk before the stable? Answer: In the,Where was the milk before the garden? 
721,kitchen,Answer: In the cellar. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
722,office,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
723,office,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
724,bedroom,"Answer: In the kitchen.

Question: Where was the kitchen?

Answer",Where was the apple before the bathroom? 
725,hallway,"Answer: In the kitchen.

Question: Where was the apple before the kitchen? Answer:",Where was the apple before the bathroom? 
726,bathroom,"Answer: In the
boudoir. Question: Where was the boudoir before the hall",Where was the apple before the hallway? 
727,office,"Answer: In the
boudoir. Question: Where was the milk after the bathroom? Answer",Where was the milk before the bathroom? 
728,bathroom,"Answer: In the
kitchen. Question: Where was the milk before the office? Answer:",Where was the milk before the office? 
729,kitchen,"Answer: In the
kitchen. Question: Where was the kitchen before the garden? Answer:",Where was the football before the garden? 
730,kitchen,"Answer: In the
kitchen. Question: Where was the milk after the hallway? Answer:",Where was the milk before the hallway? 
731,kitchen,"<context>

Answer: In the kitchen. <context>

Question: Where was",Where was the milk before the hallway? 
732,office,"Answer: In the
bathroom. Question: Where was the milk before the bathroom? Answer",Where was the milk before the bathroom? 
733,office,Answer: In the kitchen. Question: Where was the milk after the bathroom? Answer: In the,Where was the milk before the bathroom? 
734,office,"Answer: In the
cellar. Question: Where was the milk after the bathroom? Answer:",Where was the milk before the bathroom? 
735,bathroom,Answer: In the garden. Question: Where was the garden before the kitchen? Answer: In the,Where was the apple before the kitchen? 
736,bathroom,"Answer: In the kitchen.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
737,bathroom,Answer: In the kitchen. Question: Where was the apple after the kitchen? Answer: In the,Where was the apple before the kitchen? 
738,bedroom,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the garden? 
739,garden,"Answer: In the kitchen.
Question: Where was the kitchen before the bedroom? Answer: In",Where was the milk before the bedroom? 
740,office,"Answer: In the
coffee-room. Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
741,office,"Answer: In the
kitchen. Question: Where was the milk after the bathroom? Answer:",Where was the milk before the bathroom? 
742,office,"Answer: In the
kitchen. Question: Where was the milk before the kitchen? Answer:",Where was the milk before the bathroom? 
743,office,Answer: In the kitchen. Question: Where was the apple before the kitchen? Answer: In the,Where was the apple before the kitchen? 
744,office,"Mary went to the kitchen. ""I was going to the kitchen,"" she said. ""I",Where was the apple before the kitchen? 
745,garden,Answer: In the barn. Question: Where was the milk before the barn? Answer: In the,Where was the milk before the office? 
746,garden,"Answer: In the kitchen. [Illustration]

[Illustration]

[Illustration]",Where was the milk before the office? 
747,garden,Answer: In the kitchen. Question: Where was the kitchen before the office? Answer: In the,Where was the milk before the office? 
748,hallway,"Answer: In the kitchen.

Question: Where was the apple after the bedroom? Answer:",Where was the apple before the bedroom? 
749,bedroom,Answer: In the kitchen. Question: Where was the milk before the house? Answer: In the,Where was the milk before the kitchen? 
750,office,Answer: In the yard. Question: Where was the football before the football? Answer: In the,Where was the football before the hallway? 
751,office,"Answer: In the
kitchen. Question: Where was the kitchen? Answer: In the cellar",Where was the football before the hallway? 
752,bedroom,"Answer: In the kitchen.

Question: Where was the apple before the kitchen? Answer:",Where was the apple before the hallway? 
753,hallway,Answer: In the stable. Question: Where was the stable before the garden? Answer: In the,Where was the milk before the garden? 
754,hallway,"Answer: In the
kitchen. Question: Where was the milk before the kitchen? Answer:",Where was the milk before the garden? 
755,kitchen,"Answer: In the
ancient Assembly.

Question: Where was the ancient Assembly before the",Where was the football before the bathroom? 
756,kitchen,"Answer: In the kitchen.

Question: Where was the kitchen before the bathroom?",Where was the football before the bathroom? 
757,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
758,bathroom,"Answer: In the
kitchen. Question: Where was the apple before the kitchen? Answer:",Where was the milk before the kitchen? 
759,bathroom,"Answer: In the garden.
Question: Where was the office before the garden? Answer: In",Where was the football before the office? 
760,kitchen,"Answer: In the
cage. Question: Where was the cape? Answer: In the",Where was the football before the hallway? 
761,garden,Answer: In the kitchen. Question: Where was the kitchen before the office? Answer: In the,Where was the football before the office? 
762,bathroom,"Answer: In the garden.
Question: Where was the apple after the garden? Answer: In",Where was the apple before the garden? 
763,garden,"Answer: In the garden.

Question: Where was the apple after the office? Answer:",Where was the apple before the office? 
764,bathroom,Answer: In the kitchen. Question: Where was the apple after the garden? Answer: In the,Where was the apple before the garden? 
765,hallway,Answer: In the kitchen. Question: Where was the kitchen before the bathroom? Answer: In the,Where was the apple before the bathroom? 
766,hallway,"Answer: In the kitchen.

""I had been imprisoned seven months, and the",Where was the apple before the bathroom? 
767,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
768,bedroom,"Answer: In the
office. Question: Where was the office before the bathroom? Answer: In",Where was the football before the bathroom? 
769,bedroom,"Answer: In the
custody of the Royalists. Question: Where was the apple before",Where was the apple before the hallway? 
770,garden,"Answer: In the office.

Question: Where was the football before the office?",Where was the football before the office? 
771,garden,"Answer: In the garden.

Question: Where was the office before the garden?",Where was the football before the office? 
772,garden,"Answer: In the
bathroom. Question: Where was the bath before the office? Answer",Where was the football before the office? 
773,garden,"Answer: In the garden.

Question: What was the football?

Answer",Where was the football before the office? 
774,bedroom,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
775,kitchen,Answer: In the kitchen. Question: Where was the fountain before the garden? Answer: In the,Where was the milk before the garden? 
776,kitchen,Answer: In the garden. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
777,bedroom,Answer: In the kitchen. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
778,hallway,Answer: In the kitchen. Question: Where was the milk after the bathroom? Answer: In the,Where was the milk before the bathroom? 
779,kitchen,"Answer: In the
kitchen. Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
780,bedroom,"Answer: In the
snow. Question: Where was the kitchen before the football? Answer:",Where was the football before the kitchen? 
781,bedroom,"Answer: In the
kitchen. Question: Where was the football after the kitchen? Answer:",Where was the football before the kitchen? 
782,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
783,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
784,office,"Answer: In the
kitchen. Question: Where was the milk after the bathroom? Answer:",Where was the milk before the bathroom? 
785,garden,"Answer: In the stomach.

Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
786,garden,Answer: In the cow-house. Question: Where was the milk-pail before the,Where was the milk before the office? 
787,garden,"Answer: In the garden. <context>

Question: Where was the apple after the kitchen",Where was the apple before the kitchen? 
788,bedroom,"Answer: In the
kitchen. Question: Where was the apple after the bathroom? Answer:",Where was the apple before the bathroom? 
789,bathroom,"Answer: In the
kitchen.

Question: Where was the apple after the hallway?",Where was the apple before the hallway? 
790,kitchen,"Answer: In the cave.

Question: Where was the cave?
Answer: In",Where was the apple before the garden? 
791,kitchen,"Answer: In the
courtyard. Question: Where was the garden before the cave?",Where was the apple before the garden? 
792,kitchen,Answer: In the kitchen. Question: Where was the kitchen? Answer: In the cellar. Question,Where was the apple before the garden? 
793,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the hall? Answer:",Where was the football before the hallway? 
794,garden,"Answer: In the kitchen.

Question: Where was the milk after the bathroom? Answer:",Where was the milk before the bathroom? 
795,kitchen,"Answer: In the kitchen.

Question: Where was the kitchen before the bathroom? Answer:",Where was the apple before the bathroom? 
796,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
797,kitchen,"Answer: In the
garden. Question: Where was the apple before the apple-tree?",Where was the apple before the bathroom? 
798,garden,"Answer: In the
bureau. Question: Where was the bureau before the kitchen? Answer:",Where was the apple before the kitchen? 
799,garden,"Answer: In the kitchen.

Question: Where was the window? Answer: In the window",Where was the apple before the kitchen? 
800,bathroom,Answer: In the stable. Question: Where was the horse before the stable? Answer: In the,Where was the milk before the hallway? 
801,bathroom,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the hallway? 
802,bathroom,Answer: In the kitchen. Question: Where was the milk before the milk-pail? Answer,Where was the milk before the hallway? 
803,bedroom,Answer: In the kitchen. Why is a man like a black-eyed girl? Because he is,Where was the apple before the kitchen? 
804,bathroom,"Answer: In the apple-tree. Why was the
apple-tree in the garden? Because",Where was the apple before the bedroom? 
805,garden,Answer: In the kitchen. Question: Where was the kitchen before the bedroom? Answer: In the,Where was the apple before the bedroom? 
806,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the apple before the bedroom? 
807,bedroom,"Answer: In the garden.

Question: Where was the apple before the apple tree? Answer",Where was the apple before the garden? 
808,bedroom,"Answer: In the orchard.
Question: Where was the apple before the orchard? Answer",Where was the apple before the garden? 
809,bedroom,"Answer: In the orchard.
Question: Where was the orchard before the apple tree?",Where was the apple before the garden? 
810,garden,Answer: In the kitchen. Question: Where was the apple after the hallway? Answer: In the,Where was the apple before the hallway? 
811,office,Answer: In the garden. Question: Where was the apple after the garden? Answer: In the,Where was the apple before the garden? 
812,bathroom,Answer: In the kitchen. Question: Where was the kitchen before the office? Answer: In the,Where was the football before the office? 
813,kitchen,"Answer: In the garden.

Question: Where was the man?

Answer",Where was the apple before the garden? 
814,garden,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the apple before the kitchen? 
