,target,output,question
635,Jeff,"Answer: The captain.

Question: Who was the captain?

Answer:",Who gave the milk? 
636,Jeff,"Answer: The milk was given to the milk-seller.

The question was",Who gave the milk? 
637,milk,"Answer: A piece of paper.

_May._--We have had a very",What did Jeff give to Bill? 
638,football,"Answer: A little bit of money.

Question: What did she give him? Answer:",What did Mary give to Fred? 
639,Mary,"Answer: Mr. Willson.

Q. What is the name of the football",Who received the football? 
640,Jeff,"Answer: The King.

Question: Who received the milk?

Answer:",Who received the milk? 
641,Jeff,"Answer: The man who was the first to come to the door.

""And",Who gave the milk? 
642,Bill,"Answer: The man who was in the house.

Question: What was the name",Who did Jeff give the milk to? 
643,Bill,"Answer: The milk was sent to the “S.W.H.”




CHAPTER",Who did Fred give the milk to? 
644,milk,"Answer: A box of candy.




CHAPTER XXVIII.

THE L",What did Fred give to Bill? 
645,Mary,"Answer: The first man who ever saw a apple.




THE BALLAD OF",Who gave the apple to Bill? 
646,apple,"[A.D. 1048. ]

[A.D. 1053",What did Bill give to Mary? 
647,Bill,"[Illustration: Fig. 1.

_A._ St. Mary’s,",Who gave the apple to Mary? 
648,Bill,"Answer: Mary gave it to the boy.

Question: Who gave the apple to the",Who did Mary give the apple to? 
649,Mary,"Answer: The apple was sent to the king.

Question: Who sent the apple?",Who received the apple? 
650,Bill,"[Illustration: Fig. 1.

_A._ The apple.

_",Who gave the apple? 
651,Bill,"Answer: The milk was given to the swine.

[101] See the """,Who received the milk? 
652,Bill,"Answer: The young man who was in the habit of giving it to the young
girl",Who did Jeff give the milk to? 
653,Bill,"Answer: He gave it to the little girl.

""Why didn't you tell",Who did Jeff give the milk to? 
654,milk,Answer: Lester gave L. S. and M. S. stock.,What did Jeff give to Bill? 
655,Bill,"Answer: She gave it to him.

Question: What was the name of the",Who did Mary give the apple to? 
656,Mary,"_Answer._ The question was put to the Board of Trade, and they
answered that",Who gave the apple to Bill? 
657,Fred,"Answer: Mary.

Question: Who gave the football to Mary?

Answer",Who gave the football to Mary? 
658,Mary,"Answer: Paine.

""Paine's letter to the President of the United States",Who gave the football? 
659,football,"Answer: A bundle of papers, which she had taken from the safe, and which she",What did Mary give to Fred? 
660,Mary,"Answer: My father.

[The question is not quite clear, but it seems",Who gave the apple to Jeff? 
661,apple,"Answer: He gave her a little box of matches.




THE END.",What did Jeff give to Mary? 
662,apple,"Answer: ""A piece of bread and a
cup of water.""

Question: What did",What did Mary give to Jeff? 
663,apple,"Answer: She gave him a little book.

Miss Maggie's face grew very red",What did Mary give to Jeff? 
664,Fred,"Answer: The President of the Pacific Express Company.

[Illustration: A. B",Who received the football? 
665,Mary,"Answer: Bill.

[Illustration: THE BALLADE OF THE BALLAD",Who did Bill give the football to? 
666,Mary,"Answer: The boy who played with him.

Question: Who was the boy?",Who did Bill give the football to? 
667,Bill,"""The boy,"" said the old man, ""is a good boy, and I am",Who gave the football to Mary? 
668,Jeff,"Answer: The boy who was playing it.

Question: Who gave the football to",Who gave the football to Fred? 
669,Fred,"Answer: The football was given to the boy who first caught it.

Question:",Who gave the football? 
670,apple,"""What did he give to you?"" I asked. ""Nothing,"" he answered. """,What did Bill give to Fred? 
671,apple,"Answer: ""A good many of the old ones,"" and ""a good many of the",What did Fred give to Bill? 
672,apple,"[Illustration:

1. The first of the three windows in the wall of the",What did Bill give to Fred? 
673,Bill,"Answer: The apple was given to the king.

[Illustration: Fig. 1",Who gave the apple? 
674,Jeff,"Answer: The Dean.

Question: What did Bill do with the apple?",Who did Bill give the apple to? 
675,Mary,"Answer: The apple was given to the Catherwoods.




THE BOOK OF",Who gave the apple? 
676,Mary,"Answer: The apple was sent to the boy.




THE BOOK OF THE B",Who received the apple? 
677,apple,"[Illustration: Fig. XIV.]

[Illustration: Fig. XV.]",What did Mary give to Jeff? 
678,Mary,"Answer: The apple was given to the apple.

[65] The apple is",Who gave the apple? 
679,Mary,"Answer: The apple was given by the Pope to the King of Naples, who
g",Who gave the apple? 
680,apple,"[Illustration:

[Illustration:

[Illustration:

[Illustration:",What did Bill give to Mary? 
681,Mary,"Answer: I don't know.

Question: Who gave the apple to Bill?",Who did Bill give the apple to? 
682,Bill,"Answer: Aunt Gertrude.

""Aunt Gertrude is a",Who gave the apple? 
683,Bill,"Answer: The boy.

Question: What did she do with it?",Who gave the apple to Mary? 
684,apple,"Answer: A good many things.

[Illustration: B[
<context>",What did Fred give to Bill? 
685,football,Answer: A little bit of a bit of a bit of a bit of a bit of,What did Mary give to Bill? 
686,football,"Answer: ""A little bit of a book, and a little bit of a stick.""",What did Mary give to Bill? 
687,Mary,"""I will give thee a pair of gloves, and a pair of gloves I will give",Who gave the football? 
688,Jeff,"Answer: The milk of the tree.

[Illustration: The tree, which had",Who gave the milk? 
689,milk,"Answer: A piece of gold, which he gave to the poor man, and told him",What did Fred give to Jeff? 
690,Mary,"Answer: The son of the man who was born before the battle of Troy.

Question",Who gave the apple to Bill? 
691,apple,"Answer: A piece of bread.

[Illustration: Fig. 1.]",What did Bill give to Mary? 
692,Bill,"Answer: The first person who was able to give it was the first person
who was",Who did Mary give the apple to? 
693,apple,"Answer: A piece of the rope-maker's work.




[Illustration: A",What did Bill give to Mary? 
694,Mary,"""I don't know,"" he said, ""but I think I did. I was",Who received the apple? 
695,milk,"Answer: ""A little bit of a piece of bread and a little bit of butter.""",What did Mary give to Fred? 
696,milk,"THE END.




Transcriber's Notes:

Passages in italics",What did Mary give to Fred? 
697,milk,"Answer: ""A little bit of a bit of a bit of a bit of a bit",What did Mary give to Fred? 
698,Mary,"Answer: The bird.

Q. What is the name of the bird? A: The",Who did Fred give the apple to? 
699,Fred,"Answer: John Adams.

Question: Who sent the apple?
Answer: John Adams",Who received the apple? 
700,Bill,"Answer: The Chinese.

Question: Who gave the apple to Fred?",Who gave the apple to Fred? 
701,apple,"Answer: He gave him a bottle of rum, and a bottle of rum and a bottle",What did Bill give to Fred? 
702,Fred,"Answer: Bill gave it to the little girl.

“I’m going to",Who did Bill give the apple to? 
703,Fred,"Answer: The Alcalde.

Question: Who gave the apple to the child?",Who received the apple? 
704,Mary,"Answer: The boy who played it.

Question: Who gave the ball to the",Who gave the football to Fred? 
705,Fred,"Answer: The British Government.

[Illustration: The British Government.]

[",Who gave the football? 
706,football,"[Illustration: [Illustration: [Illustration: [Illustration: [Illustration:

[",What did Fred give to Mary? 
707,Fred,"Answer: Mary.

The question is not a very difficult one, and the answer",Who gave the football to Mary? 
708,Jeff,"Answer: The patient.

Question: What was the color of the apple?
Answer",Who received the apple? 
709,Jeff,"Lester: ""I don't know. I think he gave it to me.""",Who did Fred give the apple to? 
710,Jeff,"Jennie: ""I did.""

Billy: ""I don't believe",Who gave the apple to Bill? 
711,apple,"""The question is, what did Bill give to Jeff?""

""What did Jeff",What did Jeff give to Bill? 
712,Jeff,"Answer: The apple was given to the apple.

Question: Who gave the apple",Who gave the apple to Bill? 
713,Bill,"Answer: The story is told in a lively way, and the author has
     given",Who received the apple? 
714,Bill,"Answer: The Dessave.

Question: Who gave the apple?",Who gave the apple? 
715,apple,"Answer: She gave him a little bit of a cake.

Question: What did",What did Mary give to Fred? 
716,apple,Answer: She gave him a little bit of bread and a little bit of butter.,What did Mary give to Fred? 
717,Fred,"Answer: Bill.

The question was put to Bill. Bill answered: ""I",Who gave the apple to Bill? 
718,Fred,Answer: The man who was in charge of the last A.R.A.A,Who did Bill give the apple to? 
719,Bill,"Answer: ""I don't know.""

Question: What was the name of the man who",Who did Fred give the apple to? 
720,apple,"Answer: ""He gave me a piece of paper, and said, 'Take this,",What did Bill give to Jeff? 
721,Jeff,"Answer: The man who gave the apple.

Question: Who gave the apple?",Who gave the apple? 
722,milk,"Answer: He gave him a good deal of money.

""I am sorry to",What did Jeff give to Bill? 
723,milk,"Answer: He gave him a good deal of money.




THE BOOK OF THE",What did Jeff give to Bill? 
724,Bill,The answer was a long one. The question was a long one. The answer was a,Who did Jeff give the milk to? 
725,football,"The Ancient Chinese

The Ancient Chinese

The Ancient Chinese

The Ancient Chinese",What did Mary give to Fred? 
726,football,"Answer: ""A little bit of bread.""

[Illustration: ""A little bit",What did Fred give to Mary? 
727,football,"Answer: ""A little bit of a piece of cake.""




THE STORY OF",What did Fred give to Mary? 
728,Mary,"[Footnote 633: The ""fool"" is the same as the ""fool",Who gave the football to Fred? 
729,Bill,"Answer: The man who had the purse.




THE LADY OF THE L",Who gave the milk to Jeff? 
730,Fred,"Answer: The man who was in the tower.

Question: Who was the man",Who did Bill give the milk to? 
731,Fred,"Answer: The King.

Question: Who did the King give the milk to?",Who did Bill give the milk to? 
732,Bill,"Answer: The <DW64>s.

Question: What was the name of",Who gave the milk to Fred? 
733,Fred,"Answer: Bill gave the milk to the milkman.




CHAPTER XIV.",Who did Bill give the milk to? 
734,apple,"Answer: ""I don't know,"" she said, ""but I think it was something",What did Mary give to Fred? 
735,Fred,"_Answer._ The Christ-principle, the Holy Ghost, the Holy Spirit, the",Who did Mary give the milk to? 
736,Mary,Answer: The man who had been sent to the city to buy the milk.,Who did Fred give the milk to? 
737,milk,"Answer: He gave her a little box, and a little box of matches.",What did Fred give to Mary? 
738,Fred,"Answer: ""The dog.""

""The dog!"" exclaimed Georgette, """,Who gave the football to Bill? 
739,football,"Colborne: What did Fred give to Bill?

Daly: What did Fred",What did Fred give to Bill? 
740,Mary,"Answer: The milk was given to the milk.




THE END.




PRINT",Who gave the milk to Fred? 
741,Fred,"Answer: The king.

[Illustration: The Khorsabad Palace, Koy",Who received the milk? 
742,milk,"Answer: The name of the first of the three daughters of the King of
Scot",What did Mary give to Fred? 
743,football,"Answer: The first time that she gave anything to Fred was when she gave
him the",What did Mary give to Fred? 
744,football,"Answer: She gave him a heart.

Question: What did she give you?",What did Mary give to Fred? 
745,Bill,"Answer: The milk was given to him by the cook.

Question: Who gave",Who did Fred give the milk to? 
746,Bill,"Answer: The Captain.

Question: What did he do with the milk?",Who did Fred give the milk to? 
747,milk,"Answer: He gave her a kiss.

Question: What did she give him?",What did Bill give to Mary? 
748,Bill,"Answer: The Wannias.

Question: Who gave the milk to the W",Who gave the milk to Mary? 
749,milk,"Answer: ""A little bit of bread.""

[Illustration: [Illustration: [",What did Mary give to Fred? 
750,Bill,"I had no answer to give.

I had no answer to give.",Who gave the apple to Jeff? 
751,Jeff,"Answer: The man who had the apple.

Question: Who gave the apple to",Who did Bill give the apple to? 
752,apple,"Answer: A little money.

Question: What did he give you?",What did Jeff give to Bill? 
753,Bill,"Answer: The first person who came to the house was a man named
Pompe",Who did Jeff give the football to? 
754,football,[281] “The first of the two letters is a letter of the name of,What did Bill give to Jeff? 
755,Fred,"Answer: The apple was given to the man.

Question: Who gave the apple to",Who gave the apple to Jeff? 
756,Jeff,_Chouaguens_ (or _Chouas_) was a term of repro,Who did Fred give the apple to? 
757,Fred,"Answer: The man who was in the tree.

Question: Who gave the apple",Who gave the apple to Jeff? 
758,Fred,"Answer: The milkman.

Question: Who gave the milk?
Answer: The",Who gave the milk? 
759,Fred,"Answer: Mr. Daly.

Question: Who gave the milk?
Answer:",Who gave the milk? 
760,apple,"<context>

and the years, and the years, and the years, and",What did Fred give to Jeff? 
761,Jeff,"""I'm going to have a picnic,"" said the old lady, ""and I want",Who did Mary give the apple to? 
762,Mary,"Answer: The King of the Belgians.

[Illustration: THE QUEST",Who gave the apple? 
763,Mary,"Answer: The apple.

[Illustration: THE APPLE.]

[Illustration",Who gave the apple? 
764,Jeff,"Answer: Mary gave it to Jeff.

Question: What did Mary give the apple",Who did Mary give the apple to? 
765,Fred,"“I’m not going to ask you to promise anything, but I want you to",Who received the football? 
766,football,"The answer: “A good deal.”

The question: What did Bill give to",What did Fred give to Bill? 
767,football,"[Illustration:

[Illustration:

[Illustration:

[Illustration:",What did Fred give to Bill? 
768,Bill,Answer: The first man to do so was the first man to get the ball.,Who received the football? 
769,Jeff,"Answer: The football was given to Bill by the President.




[Illustration: THE",Who gave the football to Bill? 
770,Bill,"Answer: The French.

Question: Who gave the apple?

Answer:",Who gave the apple? 
771,Mary,"The Lord Chancellor [Sancroft] answered, ""The Lord Chancellor [Sanc",Who did Bill give the apple to? 
772,apple,"The answer was “a horse.”

The question was “What did Bill give to",What did Mary give to Bill? 
773,apple,"Answer: ""Anointing with Oil.""

The Anointing is to be done in",What did Bill give to Mary? 
774,Bill,"Answer: Mary.

Question: Who gave the apple to Mary?

Answer",Who gave the apple to Mary? 
775,Mary,"Answer: The milk was given by the angels.

Question: Who gave the bread",Who gave the milk? 
776,milk,"Answer: ""A piece of bread.""

Paine was a great favorite with the",What did Mary give to Fred? 
777,Fred,"Answer: Paine.

Question: Who did Paine give the ice to?",Who did Bill give the apple to? 
778,apple,"Answer: ""A good deal of money.""




[Illustration: THE STORY OF THE B",What did Fred give to Bill? 
779,Bill,"Answer: The man who had the apple.

Question: Who gave it to him",Who received the apple? 
780,Mary,"Answer: The man who had the football.

Question: Who was the man?",Who received the football? 
781,Mary,"Answer: Cyril.

Question: What was the reason why he was so anxious to",Who did Bill give the football to? 
782,apple,"Answer: ""A little bit of a bit of a bit of a bit of a bit",What did Jeff give to Mary? 
783,Mary,"Answer: The apple was given to him by a friend.




CHAPTER XVII.",Who did Jeff give the apple to? 
784,apple,"Answer: A little bit of a purse, and a little bit of a stick.",What did Mary give to Fred? 
785,milk,"Answer: “A pair of new shoes.”

“And what did he give you",What did Fred give to Mary? 
786,milk,"Answer: He gave her a good deal of money, and a good deal of time.",What did Fred give to Mary? 
787,milk,"Answer: Nothing.

[Illustration: _The Piazza of the Cathedral of Ver",What did Fred give to Mary? 
788,milk,"Answer: A bunch of beads.

Question: What did she give him?",What did Bill give to Mary? 
789,milk,"Answer: He gave her a piece of his own hand, and a piece of his own",What did Bill give to Mary? 
790,apple,"Answer: He gave her a kiss.

Question: What did she give him?",What did Fred give to Mary? 
791,Fred,"Answer: The apple was given to Mary by the Lord Jesus.




THE LITT",Who gave the apple to Mary? 
792,Mary,Answer: The _mehter_ of the _banda_ who had been in,Who gave the apple? 
793,Mary,"Answer: The man who was the first to come to the rescue of the
prisoners",Who did Jeff give the apple to? 
794,Mary,"Answer: The King of the Tannecares.

Question: Who received the",Who received the apple? 
795,apple,"Estate: A small sum of money.

Question: What did she give to",What did Mary give to Bill? 
796,Mary,"Answer: I.

Question: Who received the apple?

Answer: I",Who received the apple? 
797,apple,"Answer: She gave him a kiss.

Question: What did she give him?",What did Mary give to Bill? 
798,Mary,"[Illustration:

""FOOD:

""FOOD:

""",Who gave the apple to Bill? 
799,apple,"Answer: ""A little bit of a book, I think.""




THE END.",What did Mary give to Bill? 
800,Jeff,"Answer: I don't know.

Question: Who gave the football to Fred?",Who gave the football to Fred? 
801,football,"[Illustration: Lampyris.]

[Illustration: Lampyris.]",What did Jeff give to Fred? 
802,Jeff,"""I'm going to have a little talk with you, Mr. Gray,"" she said",Who gave the football to Fred? 
803,football,"Answer: ""I don't know. I'm not sure. I'm not sure.",What did Mary give to Fred? 
804,Mary,"Answer: The little girl.

""What did she do with it?""",Who received the football? 
805,Jeff,"Answer: The boy who had the apple.

Question: Who gave the apple?",Who gave the apple? 
806,apple,"Answer: ""A good house, a good housekeeper, and a good cook. She",What did Jeff give to Mary? 
807,apple,"Answer: ""He gave me a little money, and a little tobacco, and a little",What did Jeff give to Mary? 
808,Jeff,"Answer: Mr. J. B. Gryce.

Question: Who was",Who received the milk? 
809,milk,"""I will not answer,"" said the young man, ""I will not answer. I",What did Jeff give to Fred? 
810,Mary,"Answer: The football.

Question: Who was the football?
Answer: The football",Who gave the football? 
811,Jeff,"The answer was: The football was given to the football.




THE BALL",Who gave the football? 
812,Mary,"Answer: The football was given to the football.

Question: What is the name",Who gave the football? 
813,Mary,"He answered: ""I did, and I'm glad I did, for I'm sure",Who gave the football to Bill? 
814,Bill,"Answer: Mary gave it to the football.

Question: Who gave the football to",Who did Mary give the football to? 
815,milk,"The answer is: ""The stars.""

The question is: What is the meaning",What did Bill give to Jeff? 
816,Jeff,"Paine: I do not know.

Fellows: I do not know",Who received the milk? 
817,Bill,"<context>

and, with a look of wild defiance, she turned and",Who gave the milk to Jeff? 
818,Bill,"Answer: The two robbers.

""Now, I'm thinkin' ye",Who received the milk? 
819,milk,"Answer: A candle.

""And what did you do with it?""",What did Fred give to Bill? 
820,football,"Answer: A letter.

""What did you do with it?""

""",What did Fred give to Bill? 
821,Fred,"Answer: The man who was in charge of the game.

“I guess that",Who did Bill give the football to? 
822,football,"Answer: He gave him a horse and a saddle.

Question: What did Bill",What did Bill give to Fred? 
823,apple,"Answer: A good deal of money.

""What did he give you?""",What did Bill give to Mary? 
824,Mary,"Answer: The angel.

Question: Who gave the apple to the angel?",Who received the apple? 
825,Bill,"Answer: I was taken to the house of a friend, and the next morning I was",Who did Fred give the milk to? 
826,Bill,"Answer: ""The milk was given to the children.""

[Illustration: ""The",Who did Fred give the milk to? 
827,milk,"[Footnote 582: The name of the place is not given.]

[Footnote",What did Fred give to Bill? 
828,Mary,"Answer: The white man.

Question: Who gave the milk?

Answer",Who gave the milk? 
829,milk,"[Illustration: Toto's Triumph]

[Illustration: Toto's",What did Bill give to Fred? 
830,Bill,"Answer: The apple was given to Mary.

Question: Who gave the apple to",Who gave the apple to Mary? 
831,Mary,"The answer is:

The answer is:

The answer is:",Who did Bill give the apple to? 
832,Mary,"Answer: Mr. Smith.

Question: Who did Bill give the apple to? Answer:",Who did Bill give the apple to? 
833,Bill,"Answer: The blacksmith.

[Illustration: ""I have a little boy of",Who gave the apple? 
834,apple,"Answer: ""A little money, and a little time to think about it.""",What did Bill give to Mary? 
835,Mary,"<context>

""No,"" she answered, ""he didn't. He was",Who did Bill give the football to? 
836,Mary,"Answer: The author.

Question: Who gave the football to Fred?",Who gave the football to Fred? 
837,Fred,"_Answer_: The question is not a very interesting one, and I am not
prepared",Who did Mary give the football to? 
838,Fred,"Answer: The boy who played it.

[Illustration: The Boy who played the",Who gave the football to Bill? 
839,Bill,"Answer: The King.

Q. What was the King's answer?",Who did Fred give the football to? 
840,Jeff,"Answer: The Prince of Wales.

[Sidenote: The Prince of Wales]",Who received the apple? 
841,Jeff,"Answer: The apple was given to the apple-woman.




THE BOOK OF",Who gave the apple? 
842,Jeff,"Answer: Who gave the apple?

Question: Who gave the apple?",Who gave the apple? 
843,Mary,"[Illustration: The Apple.]

[Illustration: The Apple.]

[Illustration",Who received the apple? 
844,Mary,"Answer: The apple was given to the King.

[Illustration: THE KING",Who gave the apple? 
845,Fred,"Answer: The football was sent to the school, and the school sent it to the",Who received the football? 
846,Mary,"Answer: The man who gave it.

Question: Who gave the football?",Who gave the football? 
847,football,"Answer: ""A good many dollars.""

The Doges were not satisfied with this",What did Mary give to Fred? 
848,Bill,"Answer: The Lord Winc.

Q. What was the name of the place",Who did Jeff give the apple to? 
849,apple,"Answer: He gave him a pair of black gloves, and a pair of black silk",What did Jeff give to Bill? 
850,apple,"[Illustration: ""I am a man of the world, and I know what I am",What did Jeff give to Mary? 
851,apple,"Answer: He gave her a little box of matches.




CHAPTER XIV",What did Jeff give to Mary? 
852,Mary,[Illustration: Fig. 1.--A. A. B. C. D. E,Who did Jeff give the apple to? 
853,football,"Answer: ""A good many things,"" was the reply.

""What did he",What did Jeff give to Mary? 
854,Mary,[Illustration: THE LITTLE GIRL WITH THE LITTLE GOWN],Who did Jeff give the football to? 
855,football,"Answer: ""A little bit of money."" ""What did you give him?"" ""A little",What did Mary give to Fred? 
856,Mary,"Answer: The football-player.

""The first thing that I remember about the",Who gave the football? 
857,Mary,Answer: The <DW64> boy who was in the school-house when the football,Who gave the football to Fred? 
858,milk,"The questioner's voice was so low that the young man could not hear it,",What did Fred give to Mary? 
859,Fred,"Answer: The King.

Q. What was the name of the person who gave",Who gave the milk? 
860,milk,"Answer: L10,000.

Question: What did he give to Mary?",What did Jeff give to Mary? 
861,Mary,"Answer: The man who passed through the door.

Q. What is the meaning",Who received the milk? 
862,milk,"_a_ 1, 2, 3,
  _b_ 1, 2,",What did Jeff give to Mary? 
863,Jeff,"Answer: Mary gave it to her
husband.

Question: What did Mary do with",Who did Mary give the apple to? 
864,Jeff,"Answer: The man who gave the apple.

The man who gave the apple is",Who gave the apple? 
865,Mary,"Answer: The milkman.

[Illustration: ""The milkman.""]",Who gave the milk to Fred? 
866,milk,"Answer: A little bit of a loaf of bread.

""I'm going to",What did Fred give to Mary? 
867,milk,"Answer: ""A little bit of a bit of a bit of a bit of a bit",What did Mary give to Fred? 
868,Mary,"Answer: The milk was given to the poor.




THE LITTLE GIR",Who did Fred give the milk to? 
869,Mary,"The other, the bondholders, who were not interested in the question.

""",Who gave the milk? 
870,Bill,"_Answer._--Mary, who was a little girl, and a very good little girl",Who gave the milk to Mary? 
871,Bill,"Answer: The boy who was the first to play it.

[Illustration: THE",Who did Mary give the football to? 
872,Mary,"Answer: Bill.

The following is a list of the names of the most prominent",Who did Bill give the football to? 
873,Mary,"Answer: The man who was in the room when the murder was committed.

""And",Who gave the football? 
874,Mary,"Answer: The milkman.

Question: Who gave the milk?

Answer",Who gave the milk? 
875,Mary,"Answer: The first man who ever played it.

[TN-23]",Who received the football? 
876,Mary,"Answer: Bill gave it to the boy who had the football.

Question: Who",Who did Bill give the football to? 
877,football,"Answer: She gave him a crown.




THE END.




PRINTED BY",What did Mary give to Bill? 
878,football,"Answer: She gave him a crown.

Question: What did she give to the",What did Mary give to Bill? 
879,Fred,"FOOTNOTES:

[34] The reader will remember that the word ""corn",Who did Mary give the football to? 
880,Jeff,"Answer: The apple was given by the king of France to the king of England,",Who gave the apple? 
881,Jeff,"[Illustration: Plate XVIII.]

[Illustration: Plate XIX.]",Who gave the apple? 
882,milk,"Answer: A horse.

Question: What did Burt give to Burt? Answer:",What did Bill give to Fred? 
883,Bill,"Answer: The milkman.

Question: Who gave the milk to Fred?",Who gave the milk to Fred? 
884,milk,"Answer: ""He gave me a little bit of money.""

Q. What did",What did Bill give to Fred? 
885,Bill,"Answer: General Halleck.

[Illustration: THE BATTLE OF THE",Who received the apple? 
886,Bill,"Answer: ""The Confederates.""

[Illustration: THE BATTLE OF",Who did Jeff give the apple to? 
887,Jeff,"Answer: The Confederates.




[Illustration: THE BATTLE OF THE",Who received the apple? 
888,Jeff,"Answer: The author of the book.

Question: Who did Bill give the apple",Who did Bill give the apple to? 
889,Jeff,"Answer: ""I don't know,"" the boy answered. ""I think he gave it",Who did Bill give the apple to? 
890,Bill,"Answer: The apple-grower.

Question: Who gave the apple?
Answer",Who gave the apple? 
891,apple,"Answer: ""I don't know,"" she said, ""but I think it was a",What did Mary give to Fred? 
892,Fred,"Answer: The giant.

[A-237]

[Illustration: The",Who received the apple? 
893,Mary,"Answer: Lester.

Question: Who gave the apple?

Answer:",Who gave the apple? 
894,Fred,"Answer: The apple was given to him by the lady of the house.




THE",Who did Bill give the apple to? 
895,Fred,"Answer: The man who gave the apple.

Question: What is the name of",Who gave the apple? 
896,Fred,"Answer: Mary gave it to her
husband.

Question: Who gave the apple to",Who did Mary give the apple to? 
897,Fred,"Answer: The man who received the apple.

Question: What was the name of",Who received the apple? 
898,Mary,"Answer: The Oeliaars.

[Illustration: Fig. 1.",Who received the football? 
899,Bill,"Answer: The lady who was the patroness of the school.




THE LAD",Who gave the football? 
900,Jeff,"Answer: A man who was sitting in the window, and who said, ""I am",Who received the apple? 
901,apple,"Answer: A cow.

""The cow was a very good cow, and I",What did Fred give to Jeff? 
902,Jeff,"Answer: The man who was in the tent with him.

“I’ve",Who did Fred give the apple to? 
903,apple,"Answer: ""A good many things, and a good many things that I don't know",What did Fred give to Jeff? 
904,Fred,"Answer: A friend.

""Ferror: Who gave the apple?",Who received the apple? 
905,Bill,"Answer: The man who had been with the boy.

Question: Who gave the",Who gave the milk to Fred? 
906,milk,"Answer: ""He gave him a good deal of money,
and a good deal of",What did Fred give to Bill? 
907,Fred,"Answer: The Sergeant-Major.

[Illustration: THE LANCERS AND S",Who did Bill give the milk to? 
908,Bill,"Answer: The Boer Raad.

Q. What was the reason for the",Who gave the milk to Fred? 
909,Fred,"Answer: The Lord.

Question: Who gave the bread?

Answer:",Who gave the milk? 
910,milk,"[Illustration: A. B. B.

  _A. B. B._",What did Fred give to Jeff? 
911,Jeff,"Answer: The man who was in the house when the boy was taken.




THE",Who did Fred give the milk to? 
912,Mary,"Answer: The man who had the milk.

Question: What did the man do",Who received the milk? 
913,Jeff,"Answer: The priest.

The priest was a man of great learning, and a",Who gave the milk? 
914,milk,"Answer: ""A little money.""

""What did he give her?""",What did Jeff give to Mary? 
915,football,"Answer: A little money.

Cyril was not a little surprised to find",What did Fred give to Mary? 
916,Mary,"Answer: The _Petrarchs_.

Question: Who was the first to",Who received the football? 
917,Mary,"[Footnote 193: _The Medical Journal_, Jan.

[Footnote 194: _",Who gave the football? 
918,Mary,"Answer: The author.

[Illustration: Fig. 1.--A. A.",Who gave the football? 
919,Fred,"Answer: The blacksmith.

[Illustration: ""The blacksmith gave the football to Jeff",Who gave the football to Jeff? 
920,Mary,Answer: The apple was given to Fred by the hand of the angel of the Lord.,Who gave the apple to Fred? 
921,Fred,"Answer: Mary gave it to John.




THE LITTLE GIRL

BY",Who did Mary give the apple to? 
922,Fred,"ACT II.


SCENE I.

_Enter_ LICINI",Who did Mary give the apple to? 
923,Mary,"The Bishop must, of course, be the final judge of the Candidate
<context",Who gave the apple? 
924,football,"Answer: ""A good many things, and a good many things that I don't want",What did Jeff give to Mary? 
925,Mary,"Answer: The Pope.

Q. What is the meaning of the word'mil",Who gave the milk? 
926,Bill,"Answer: The boys.

""What did he give it to?""

""",Who did Fred give the milk to? 
927,Fred,"was a question of the greatest importance, and that the answer to it
was to be",Who gave the apple? 
928,milk,"The answer was, 'A shilling.'

The question was, 'What did",What did Fred give to Bill? 
929,apple,"Answer: A piece of paper.

Question: What did Bill give to Fred?",What did Bill give to Fred? 
930,apple,"Answers:

 ‘A little doll, and a little box of toys.’

 ‘",What did Mary give to Fred? 
931,Mary,"Answer: The youngsters.

""The youngsters,"" repeated the old man.",Who gave the apple? 
932,apple,"Answer: She gave him a good deal of money.




THE BOOK OF THE",What did Mary give to Fred? 
933,Jeff,"Answer: The first person who came to the cave, and who was the first to",Who gave the apple to Fred? 
934,Jeff,"_Mr. P._ I think it was the Duke.

_Mr. L",Who gave the apple? 
935,Fred,"Answer: The Mauverensen.

Question: Who gave the apple to",Who did Bill give the apple to? 
936,Bill,"_Wyoming, December, 1879,
<context>

Question:",Who gave the apple? 
937,apple,"Answer: He gave him a horse and a gun.

""The same day,",What did Fred give to Bill? 
938,Bill,"_Answer: The question is not a very important one, but it is a very",Who did Fred give the apple to? 
939,Bill,"Answer: The question is not a question of fact, but a question of
conject",Who received the apple? 
940,football,"Answer: ""A good deal of money, and a good deal of good will.""",What did Jeff give to Bill? 
941,football,"Answer: ""A good dinner.""

[Illustration: _The Ganges_]",What did Bill give to Jeff? 
942,Bill,"[1] The following is a translation of the following passage from the
_Pil",Who gave the football to Jeff? 
943,apple,"Answer: A letter.

""I'm not going to give this
neigh",What did Fred give to Mary? 
944,Fred,"Answer: Mary gave it to her brother.




THE END.




Transc",Who did Mary give the apple to? 
945,Bill,"Answer: The apple was given to the apple.




CHAPTER XIV.",Who gave the apple to Jeff? 
946,Bill,"Answer: He gave it to his brother, who was a very good boy, and had",Who did Jeff give the apple to? 
947,Bill,"Answer: The King.

_Consecration_ is the act of consecrating",Who received the apple? 
948,Bill,"Answer: The King.

Question: Who gave the apple?

Answer:",Who gave the apple? 
949,Jeff,"Answer: The consul.

Question: Who gave the apple to the consul?",Who did Bill give the apple to? 
950,Fred,"The answer was, the Jews.

The answer was, the Jews.",Who gave the milk to Jeff? 
